,Unnamed: 0,question,noUnknowns,unknowns,noEquations,equations,operation,answers
598,598,Find the difference between 2 1/4 and 1 1/5?,1,x,1,2.25-1.2=x,Subtraction,1.05
599,599,"Mary received $15 for her weekly allowance. She spent $10 at the movie theater with her friends. What fraction of the money, in simplest form, was spent at the theater?",1,x,1,x=10/15,Division,0.666666666667
600,600,How many days of school did I go ? A.5 B.4 C.3 D.2,1,x,1,3+2=x,Addition,5.0
601,601,"tudent is 18 years of age in 1995 when he is attending the 12th grade, how old is he now after 12 years? Is",1,x,1,18+12=x,Addition,30.0
602,602,riangular field has 3 equal 60m sides. If you place posts all around each 2 m apart. howHmany posts would you need?,1,x,1,29*3=x,Multiplication,87.0
603,603,How many millimeters are in two thousand meters?,1,x,1,1000*2000=x,Multiplication,2000000.0
604,604,An equilateral triangle has rotational symmetry. What is the angle of rotation? (e)degrees (B)degrees (C)degrees (D) degrees,1,x,1,360/3=x,Division,120.0
605,605,"We spent 296 dollars total. Roomie A spent 238 dollars. Roomie B spent 58 dollars. Roomie C spent 0 dollars. If the total cost is to be split evenly 3 ways (which is like 98.something each), how much does Roomie B and Roomie C owe Roomie A?",1,x,1,296/3=x,Division,98.6666666667
606,606,"T three of the numbers below to total 35. howHmany ways can you do this? 3 5 10 15 20 25 0 iit: a, 5 b,4 c, 6",1,x,1,2+3=x,Addition,5.0
607,607,Bob went to a garden and bought 50 kilograms of magoes. Each box has 2 1/4 kilograms of magoes. How many boxes did he buy?,1,x,1,50/2.25=x,Division,22.2222222222
608,608,"t year, original price of a popular sweater was $40. This year, the price is $42. Find the percent of increase in price.",1,x,1,2/40=x,Division,0.05
609,609,what is the sum of 10 and 17? what is the product of 9 and 3?,1,x,1,10+17=x,Addition,27.0
610,610,"Two bales of hay weigh a total of 1.5 tons. How many pounds is this? A 1,500 B 2,000 C 2,500. D 3,000.",1,y,1,2000*1.5=y,Multiplication,3000.0
611,611,"(-2, -8),(1, 4)? d the slope of the line passing through each pair of points?.",1,x,1,x=12/3,Division,4.0
612,612,"Find the next number in the sequence. 48, 40, 32, 24, 16",1,x,1,16-8=x,Subtraction,8.0
613,613,"Find the average value of 2 sinx-sin2x on the interval 0 , pie?",1,m,1,4-0=m,Subtraction,4.0
614,614,Write the ratio of 16 cats to 12 cats in the lowest terms. 16/12 b.12/16 c.4/3 d.3/4,1,x,1,16/12=x,Division,1.33333333333
615,615,Jodi got her hair highlighted at Images Salon. The bill(before tax) was $85. She gave the hairstylist a $5 tip. What is the tip rate(%)? Round to the nearest whole percent.,1,x,1,5/85=x,Division,0.0588235294118
616,616,How many pints are in 6 1/2 gallons?,1,x,1,8*(6.5)=x,Multiplication,52.0
617,617,"Wat is the slope of the line passing through the points (2,0 ) and (6,2 4) -6 1/6 6 -1/6",1,x,1,24/4=x,Division,6.0
618,618,"There are two boxes box 1 has 1 red ball, 1 green ball, and 1 blue ball box 2 has 2 red balls, and 1 blue ball to win the game you must get a blue and a red ball you must pick from box 1 first then pick from box 2 what is the probability of winning?",1,x,1,x=1/3,Division,0.33333333333299997
619,619,Find an angle theta in the second quadrant for which tan theta = -1. look for an angle between 0 and 360 degrees?,1,x,1,90+45=x,Addition,135.0
620,620,"3 boys, 2 girls and a puppy sit at a round table.yhow many ways can they be arranged if the puppy is to be seated between the two girls?",1,x,1,6*2=x,Multiplication,12.0
621,621,Change the fraction 13/20 to a decimal? (A)0.015 (B)0.15 (C)0.065 (D) 0.65,1,x,1,13/20=x,Division,0.65
622,622,"If you have 21.50, 26.70, 20.50, 28.15, what is the average?",1,z,1,96.85/4=z,Division,24.2125
623,623,What is 3% of 700?,1,x,1,0.03*700=x,Multiplication,21.0
624,624,ectangular door measures 5 feet by 6 feet 8 inches. What is the distance from one corner of the door to the diagonally opposite corner?,1,x,1,2+2=x,Addition,4.0
625,625,"Ive just been transferring balances to my 0% credit card, and saw i had to leave 95% of my credit limit free. Can someone please tell me what 95% of Â£3,$00 is?",1,x,1,3000*0.95=x,Multiplication,2850.0
626,626,What is the approximate value of cos 31Âº14'? (Use a table and interpolation)? .8563 .8551 .5185 d 0.5165,1,x,1,0.8557-0.0006=x,Subtraction,0.8551
627,627,"I am 5 feet 7 inches and 3/4 tall according to my tape measure, how many centimeters is that?",1,x,1,67.75*2.54=x,Multiplication,172.085
628,628,Im 7 stone how many pounds am I.And if i am 158cm how may inches and feet am i!,1,y,1,7*14=y,Multiplication,98.0
629,629,"The width of a swimming pool is 18.5 ft, and the length is 10.75 ft. Ratio of length to width as whole numbers? 43/74 b. 5/9 c. 74/43 d. 9/5",1,x,1,10.75/18.5=x,Division,0.581081081081
630,630,"If a 10 pound sack of potatoes cost $6.55, how much would 1 pound cost?",1,x,1,6.55/10=x,Division,0.655
631,631,= 169,1,x,1,13*x=169,Multiplication,13.0
632,632,Bob ate 74 crackers in 30 minutes. How many crackers could Bob eat in 45 minutes?,1,y,1,74+37=y,Addition,111.0
633,633,"Mrs. Fleming bought a freezer. It is 4 feet long, 2 feet wide, and has a volume of 36 cubic feet. What is the freezers height?",1,y,1,36/8=y,Division,4.5
634,634,"red missed a class test. His teacher, Mr Happy, knows that Alfred usually scores 1.6 standard deviations above the class mean. For the test that Alfred missed, the class mean was 18 and the standard deviation was 4. If Mr Happy is going to give Alfred a mark based on his standard score, what mark should Alfred receive?",1,x,1,6.4+18=x,Addition,24.4
635,635,500 billion divided by 135 million?,1,x,1,100000/27=x,Division,3703.7037037
636,636,"What is the method for working this out? If the value of a Euro is 1.33 to $1 and you have 300 Euros, how many $ would you get?",1,x,1,300/1.33=x,Division,225.56390977400002
637,637,2/3% of 24$ is what?,1,x,1,24.00*0.6666=x,Multiplication,15.9984
638,638,(-2),1,x,1,5+2=x,Addition,7.0
639,639,te 275% and 5% as equivalent decimals,1,m,1,5/100=m,Division,0.05
640,640,"500 students are enrolled in at least two of these three classes: Math, English, and History. 170 are enrolled in both Math and English, 150 are enrolled in both History and English, and 300 are enrolled in Math and History. How many of the 500 students are enrolled in all three?",1,y,1,(y+20)=140,Addition,120.0
641,641,n you line the numbers up like the column method in addition...y you times 76 and 52 you times the 2 and the 6 then the 2 and the 7....y know??,1,x,1,76*52=x,Multiplication,3952.0
642,642,"Of every 5 hot dogs lester sold, 3 had mustard. What % did not have mustard? A 40% B 2/5% C 60% D none?",1,x,1,2/5=x,Division,0.4
643,643,"How much is 90,000,000 divided by 4800?",1,x,1,90000000/4800=x,Division,18750.0
644,644,"What are odd numbers? ( ),5 ,7 o(B),6 ,8 ?",1,y,1,7/1=y,Division,7.0
645,645,"electricity costs of a business increased from $10,000 to $13,000 the next year. To the nearest whole percent, what was the rate of increase?",1,x,1,3000/10000=x,Division,0.3
646,646,"Find the common difference between the terms of the following arithmetic sequence. -6, -1, 4, 9, 14, .? Find the common difference between the terms of the following arithmetic sequence. -6, -1, 4, 9, 14, ..",1,x,1,4+1=x,Addition,5.0
647,647,What is 41 percent of 25 question?,1,x,1,0.41*25=x,Multiplication,10.25
648,648,100 is 85% of what number?,1,y,1,y=100/0.85,Division,117.647058824
649,649,-12*cos95 degree= 14.1,1,z,1,13+1.046=z,Addition,14.046
650,650,"Given a bag of marbles, 9 blue, 5 red, and 2 white. What is the probability of choosing one red marble?",1,z,1,z=5/16,Division,0.3125
651,651,ustomer purchased a jacket for $65. This was 80% of the original price. What was the original price? 61.75 B$78.00 C.80.00 D.81.25,1,x,1,65/0.8=x,Division,81.25
652,652,Ii have a 310 Litre tank of water andIi need to put a chemical in it which the dosage rate is 1 scoop per 38 Litres (10 US gallons) How many scoops would i need to put h,1,x,1,310/38=x,Division,8.15789473684
653,653,"ee men walk into a hotel. A room costs $25. Since they want to split the bill evenly, but are bad at math, they pay the receptionist $30, or $10 each. L er, the owner tells the receptionist to give them back the five extra dollars. She gives each man a dollar and keeps the remaining two. Therefore, each man paid $9 a piece for the room, or $27 total. That's $3 less than $30. The receptionist only kept $2, so what happened to the other dollar?",1,x,1,25+2=x,Addition,27.0
654,654,ermine to the correct number of significant figures the mass (g) of nickel in a 78.3 g sample of a mineral that is 91.04% nickel by mass.,1,x,1,(78.3)*(0.9104)=x,Multiplication,71.28432
655,655,"1, 7, 21, 46, 85,141 What number comes after 141 and why?",1,x,1,141+76=x,Addition,217.0
656,656,floor is 24 feet long & 8 feet wide. How many square feet is that?,1,x,1,8*24=x,Multiplication,192.0
657,657,"r. Adams' salary last year was $45,000. He will get an 8% increase this year. What is his new salary? (A) $3, (B)60 $ (C).3000 (D)$ 5,036 (E) $45,360 $48,600",1,x,1,45000*1.08=x,Multiplication,48600.0
658,658,"Find the least common multiple of 12, 20, and 72.",1,x,1,20*18=x,Multiplication,360.0
659,659,Find the percentage; 130% of 70. 2.1 b.21 c 9.1 d.91,1,x,1,1.3*70=x,Multiplication,91.0
660,660,"do you get feet into square yards ? ? How much carpeting does Mrs.W ned? b If the carpeting cost $38 per square yard, how much will it cost? P",1,x,1,32.222*38=x,Multiplication,1224.4360000000001
661,661,A sack of potatoes weights 20 lb and holds 200 potatoes. A sack of apples weights 20 lb an holds 325 apples. How many more apples are there in a 20 lb sack?,1,x,1,325-200=x,Subtraction,125.0
662,662,"nces spends 1/3 of the day sleeping, 1/4 of the day studying and 1/8 of the day eating. How many hours in the day does she have left?",1,y,1,24-17=y,Subtraction,7.0
663,663,"is known that making 1lb of honey requires 20,000 trips by bees to flowers to gather nectar. How many pounds of honey would 45,000 trips produce?",1,x,1,45000/20000=x,Division,2.25
664,664,How do I make 1/6 a decimal?,1,x,1,1/6=x,Division,0.166666666667
665,665,Lts' say I''m Running at the speed of 8 mph for 1 hour I just Covered 8 miles. Now what I want to know is how many mins it takes me to cover 1 mile of those 8 miles,1,x,1,60/8=x,Division,7.5
666,666,"What is your average speed if you drove 1,560 miles in 78 hours?",1,x,1,x=1560/78,Division,20.0
667,667,What is 5 percent of $530.00? A.$26.50. B.$556.50. C.525.00. D.503.50.,1,x,1,530*0.05=x,Multiplication,26.5
668,668,What's 1.7 as a percentage of 5.5?,1,x,1,1.7/5.5=x,Division,0.309090909091
669,669,"ine cards are numbered 1 to 9 inclusive. If cards are drawn one at a time at random & they are not replaced, find the probability that the result will be an odd card, even, even odd, odd, & even?",1,z,1,z=1/42,Division,0.0238095238095
670,670,How to find the ratio of 1 : 500. If i wanted to find out the ratio of what 35000 mm is to 1 : 500,1,x,1,35000/500=x,Division,70.0
671,671,works for $15.50 per hour for a health care facility. He is supposed to get a 75 cent per hour raise at one year of service. What will his percent increase in hourly pay be?,1,x,1,0.75/15.5=x,Division,0.048
672,672,"In a AAA map of Ohio, 1 inch equals approximately 10 or 18 kilometers. If the distance on the map between Paulding and Eaton is 9.8 inches, how many kilometers is it between the two towns?",1,y,1,9.8*18=y,Multiplication,176.4
673,673,"sheet of aluminum is 0.012 of an inch thick. How high is a stack of 3,427 sheets? (A) 28 inche (B)s 33 inche (C)s 41 inches",1,x,1,0.012*3427=x,Multiplication,41.123999999999995
674,674,"If kalvin flips two coins 50 times and they land Heads-Heads 16 times, Tails-tails 10 times, and head-tails 24 times, what is the experimental probability that they will land tails-tails?",1,x,1,10/50=x,Division,0.2
675,675,"What is 28% of 309,000,000?",1,x,1,0.28*309000000=x,Multiplication,86520000.0
676,676,What percentage of students was unemployed in 1990? The unemployed students: 280. The employed: 3085.,1,x,1,280/3365=x,Division,0.0832095096582
677,677,is 30% of what number i?,1,x,1,70=0.3*x,Multiplication,233.33333333299998
678,678,"Which combination of numbers in this group has the highest value?m+ (-4), 4*|-2|, -4 * |2|, or | -4 | * (-2)",1,x,1,4*2=x,Multiplication,8.0
679,679,"nda is training to be a volunteer at her library. She wonders what the probability is that the first item she'll get to check out for a customer will be a video. So, on her first day of training, she tracks what items are checked out. The results are shown here in a tally chart. OKS: 37 Vieos:28 Maazines:19",1,x,1,28/84=x,Division,0.33333333333299997
680,680,What percent of 18 is 0.5?,1,x,1,0.5/18=x,Division,0.0277777777778
681,681,How many ft is 146cm?,1,n,1,146/30.48=n,Division,4.79002624672
682,682,How can i find the angle of a sector in radians. The radius of the sector is 5cm. The Arc Length is 8.4cm.,1,x,1,5*x=8.4,Multiplication,1.68
683,683,"Each of the five identical cards is numbered on one of its sides with a different integer from 1 to 5. Tcards are turned over and then shuffled so that they are not in a predictable order. If the two cards are selected at random without replacement, what is the probability that thei sum is at least 8?",1,x,1,2/10=x,Division,0.2
684,684,"the probability that a person wears glasses is 0.36 and the probability that a person is afraid of sharks is 0.61, what is the probability that a randomly selected person will wear glasses and be afraid of sharks? Round your answer to the nearest hundredth. A 0. 7 B.0. 2 C.0. 5 D.0. 9",1,x,1,0.36*0.61=x,Multiplication,0.2196
685,685,In how many ways can a club of 20 members choose a president and a vice president?,1,x,1,20*19=x,Multiplication,380.0
686,686,"Hdo I calculate this? I want to find the number that is exacly in the midle between the numbers, 748 and 0,4532",1,x,1,1.028/2=x,Division,0.514
687,687,"At camp today, kids can choose art, swimming, or music. Of those activities, 40 kids choose swimming, 16 chooart, and 24 choose music. What is the ratio of kids who choose music to kids who choose swimming? A2/5 B.2/3 C15",1,x,1,24/40=x,Division,0.6
688,688,"What percentage is 45,000,000 out of 6,000,000,000?",1,x,1,45000000/6000000000=x,Division,0.0075
689,689,A computer was priced at $850. You paid 20%? much was not paid in cash? (A)0 $(B)0 $(C)0 $(D)0,1,x,1,850-170=x,Subtraction,680.0
690,690,I have $30. And I invest that money make 2 tshrts for someone. And than I charge that person $50 for the 2 shirts. So I'm making a $20 profit right? But I originally put $30 into it. So I'm making less than what I put into it. But at the end I have $50 from the customer. Obviously it seems like im making money but at the same time losing? So am I making a profit?,1,x,1,x=50-30,Subtraction,20.0
691,691,What is the ratio 22 : 31 as a decimal?,1,x,1,22/31=x,Division,0.709677419355
692,692,"the Stop 'n Go tune- up and brake shop, the manager has found that an SUV will require a tune-up with a probability of 0.6, a brake job with a probability of 0.1 and both with a probability of 0.02 . at is the probability that an SUV requires a tune-up but not a brake job?",1,m,1,0.6-0.02=m,Subtraction,0.58
693,693,Express the following as a percent: 8 out of 12. Round to the nearest whole number. % % D.%,1,x,1,8/12=x,Division,0.666666666667
694,694,What is 1/3 of 24?,1,x,1,24/3=x,Division,8.0
695,695,How many hours is 2 : 30 to 4 : 00?,1,x,1,4-2.5=x,Subtraction,1.5
696,696,"A stem and leaf plot for the number of touchdowns scored by all division 1a football teams is shown below. A) if a team is selected at random, find the probability the team scored at least 34 touch downs ( round to the nearest thousandth) 1|3 4 5 7 8 8 2|0 1 2 2 3 4 5 7 8 8 9 3|0 0 1 1 1 2 2 3 3 4 4 5 5 7 7 7 8 9 4|0 0 1 2 2 3 4 5 5 5 5 6 7 8 8 9 5|0 2 3 5 5 7 8 6|1 3 6 7 7| 8|7",1,x,1,x=5/9,Division,0.555555555556
697,697,Choose the fraction equivalent in simplest form for the decimal 0.7.,1,x,1,70/100=x,Division,0.7
698,698,Andy walks 36.6 miles with his mother to earn money for charity. they walk 12.2 miles a day. How many days do they walk? A.2.5 days B.3 days C.3.2 days D.3.5 days,1,x,1,36.6/12.2=x,Division,3.0
699,699,"ave 20 rupees. I bought 1, 2, 5 rupee stamps. They are different in numbers by the reason of no change, the shop keeper gives 3 one rupee stamps. So how many stamp(s) I have.?",1,x,1,20-3=x,Subtraction,17.0
700,700,"The sum of the first 50 positive even integers is 2,550. What is the sum of the even integers from 102 to 200, inclusive? a. 5100 b. 7550 c. 10100 d. 15500 e. 20100",1,x,1,2550+5000=x,Addition,7550.0
701,701,"W is the average of 50 77, 80, and 80?",1,x,1,287/4=x,Division,71.75
702,702,"probability that event A occurs is .790. e probability that event B occurs is .580. e probability that both events A and B occur is .260, find P(B\A).",1,m,1,0.58-0.26=m,Subtraction,0.32
703,703,ectangular napkin costs $3.25. A similar tablecloth is five times longer and five times wider. How much would you expect to pay for the tablecloth? $8 .25 b.$4 .75 c.$1 .25 d.$3 .50,1,z,1,25*3.25=z,Multiplication,81.25
704,704,"lage College awarded 26 varsity letters in c w, 15 in swimming, and 16 in soccer. If awards went to 46 students and only 2 lettered in all sports, how many students lettered in two of the three sports?",1,x,1,51-44=x,Subtraction,7.0
705,705,"two teachers can mark 36 papers in an hour & 1/2how, many papers can 8 teachers mark in a half hour?",1,y,1,6*8=y,Multiplication,48.0
706,706,W is 20% of $306???,1,x,1,0.2*306=x,Multiplication,61.2
707,707,"weights of 10 apples picked at random from a box of apples were found to be: 6 ounces, 8 ounces, 9 ounces, 8 ounces, 6 ounces, 4 ounces, 6 ounces, 6 ounces, 9 ounces, and 11 ounces. Find the mean weight.",1,x,1,73/10=x,Division,7.3
708,708,F the quotient of 24 and 9 to two decimal places.,1,x,1,24/9=x,Division,2.66666666667
709,709,"A class of 23 students, 14 taking maths and 12 science, how many must be taking both?",1,p,1,26-23=p,Subtraction,3.0
710,710,"henry can paint a wall in 20 minutes and peter can paint the same wall in 30 minutes, how much of the wall can henry and peter paint if they work together for 1 minute?",1,x,1,x=1/12,Division,0.08333333333330001
711,711,aker used 52 1/2 cups of flour to make 15 loaves of bread. How many QUAquarterps of flour were used? its : 2 cups = 13 quarters,1,y,1,52.5*4=y,Multiplication,210.0
712,712,15 is what percent of 60?,1,x,1,16/60=x,Division,0.25
713,713,"a retail manufacturing process last year, there were 29 defective parts. The company boasted that they manufactered 160 non-defective parts. About what percent of the parts were defective? 15% defective b18% defective cc. 22% defective. 29% defective",1,x,1,29/189=x,Division,0.153439153439
714,714,"a 10-pound steak costs $6.55, how much would 1 pound cost? Round your answer to the nearest cent. A.$.65 B.$.66 C.$1.65 or D. $6.55",1,x,1,6.55/10=x,Division,0.655
715,715,"ardo has 6 colors of fabric, red bl,ue green yellow orange and white . Hlans to make flags using 2 colors, how many possible combinations of 2 colors can he choose. ?",1,x,1,6*5=x,Multiplication,30.0
716,716,"how many kilometers are there in 1 foot? 1 kilometer = 1,000 meters 1 kilometer = 100,000 centimeters 1 kilometer = 0.6214 mile 1 foot = 0.3048 meter 1 foot = 12 in. (you all know that lol :]) 1 meter = 100 centimeters",1,x,1,1=1000*x,Multiplication,0.001
717,717,"Suppose 80% of kids who visit a doctor have a fever, and 15% of kids with a fever have sore throats. What is the probability that a kid who goes to the doctor has a fever and a sore throat?",1,x,1,0.8*0.15=x,Multiplication,0.12
718,718,"ecieved my grade for a test. It says I can get a possible 70 points total for the test. It says I only recieved 55 points of the possible 70, so what would be my grade percentage?",1,x,1,55/70=x,Division,0.785714285714
719,719,What would 20% of 200000 be?,1,y,1,0.20*200000=y,Multiplication,40000.0
720,720,"a product normally retails for $40.00 and we give you a $10 discount, what percentage discount do you receive?",1,x,1,10/40=x,Division,0.25
721,721,What is 8/21 in decimal form?,1,x,1,8/21=x,Division,0.380952380952
722,722,"Suppose Ruth Ann has 4 routes she can choose from to get from school to the library, and 6 routes from the library to her home. How many routes are there from Ruth Ann's school to her home with a stop at the library? A. 16 B. 36 C. 24 D. 360",1,x,1,6*4=x,Multiplication,24.0
723,723,"I got a 47 out of 50 on an exam, what is my percentage grade out of 100?",1,x,1,47/50=x,Division,0.94
724,724,What is the probability of rolling a 3 on two consecutive rolls of a fair die? Round your answer to the nearest hundredth? A. 0.01 ) ( B. 0.03 ) ( C. 0.13 ) ( D 0.17 ),1,x,1,1/36=x,Division,0.0277777777778
725,725,what percent of 400 is 1 1/3?,1,x,1,x*400=1.333,Multiplication,0.0033325000000000004
726,726,t would the percent change be? Final mass 1.00 Initial mass 0.92 S,1,x,1,1.0/0.92=x,Division,1.08695652174
727,727,what's the fraction answer for this problem 3 2/4 + 5 2/5?,1,z,1,3.5+5.4=z,Addition,8.9
728,728,n the input shaft of a gear box was rotated 36 times it was found that the input shaft rotated 5.5 times . culate the gear ratio between input and output shafts correct to 2 decimal places,1,x,1,36/5.5=x,Division,6.545454545449999
729,729,u start with a # add 5 then multiply by 7 the result is 133. what was the original #,1,x,1,(x+5)=19,Addition,14.0
730,730,fill in the blank. 95% confidence is to 1.96 as 89% confidence is to ___?,1,x,1,95*x=174.44,Multiplication,1.83621052632
731,731,A number cube with faces numbered 1 through 6 is rolled. What is the probability the number cube lands with a number greater than 4 face up?,1,x,1,2/6=x,Division,0.33333333333299997
732,732,"O number line, there are 9 equal intervals between 0 and 1. if the square rot of x is on the sixth dash of the number line going from 0 to 1, what is the value of x ?",1,x,1,0.6*0.6=x,Multiplication,0.36
733,733,"the 16071 degrees in mathematics given by US colleges, 73% were bachelor's degrees, 21% were master's degrees, and the rest of doctorates. Women earned 48% of the bachelor's degrees, 42% of the master's degrees, and 29% of the doctorates. You choose a mathematics degree at random and find that it was awarded to a woman. What is the probability that it is a bachelor's degree?",1,y,1,35.04/45.6=y,Division,0.768421052632
734,734,"Can you find the slope of the line that passes through the points (-6, -4) and (-2, 5)?",1,q,1,9/4=q,Division,2.25
735,735,"if i have two essays, one worth 30% and the other 70%. The pass mark is 40% but i have got 0 for the 30% essay leaving just the 70% essay to pass of. Is it possible to pass ? and if the 70% essay is out of 100, what mark would i need?",1,x,1,0.7*x=0.4,Multiplication,0.5714285714289999
736,736,Which fraction is in simplest form? 8/10 4/16 9/25 15/63 or none of the above,1,x,1,9/25=x,Division,0.36
737,737,"I 3/4 boxes of parts weigh 18 9/16 pounds, what does 1 box of parts weigh?",1,y,1,18.56/6.75=y,Division,2.74962962963
738,738,What is 4 2/3 subtracted from 5 1/5?,1,x,1,5.2-4.66666666667=x,Subtraction,0.533333
739,739,"What is the smallest number which when divided by 24, 36, and 54 gives a remainder of 5 each time?",1,x,1,216+5=x,Addition,221.0
740,740,write 0.36 as a fraction?,1,x,1,36/100=x,Division,0.36
741,741,What is 10 with exponet of 7 divided by 10?,1,x,1,7-1=x,Subtraction,6.0
742,742,jarvis spent $1.04 on candy mints. Each mint cost less than $0.06. how many mints did he get? estimate: A 5 B 10 C 15 D 20,1,x,1,1/0.05=x,Division,20.0
743,743,What's 8.75% of $45?,1,x,1,45*00.0875=x,Multiplication,3.9375
744,744,"A man and a woman shared a lucky draw prize of $6000 in the ratio 2 : 3. The woman divides her part of the share among her mother, her two daughters and herself in the ratio 3 : 1 : 1 : 5. How much will her mother got?",1,x,1,360*3=x,Multiplication,1080.0
745,745,eph had $16.00 and spent $5.99 for 2 C.D.'S. How much did he have left? Est: A.$4 B.$6 C.$10 D.$12,1,x,1,16-5.99=x,Subtraction,10.01
746,746,Suppose that for a certain football game the probability that the home team will be aheahiat half-time is 0.60 and the probabilitrothat the home team will be ahead at halfotime as well as at the final e s 0.45. What is the probability that the home team will wi this game given that it is ahead at the half? A. B.. C.. D..,1,z,1,0.45/0.60=z,Division,0.75
747,747,cience club holds a car wash to raise money. Two groups of students wash the cars. One group can wash 6 cars per hour. The other group can wash 4 cars per hour. How long do both groups take to wash a total of 30 cars? Use a dagram and an equation to find the answer and show me how you got it.,1,x,1,30/10=x,Division,3.0
748,748,is 60% of what number ? I,1,x,1,48=0.6*x,Multiplication,80.0
749,749,"What is the slope of the line passing through the points ( 7, 5 ) and ( 0, 0 )?",1,x,1,x=5/7,Division,0.714285714286
750,750,"how many more bottles does she need to sell in order to make a profit of $100, a is selling botled water at a beachside stand. each botttle sells for 1.50 and cost 1.00 she has already sold 90.00.",1,x,1,0.5*x=10,Multiplication,20.0
751,751,t is 16% of 50?,1,x,1,0.16*50=x,Multiplication,8.0
752,752,"The perimeter of a church window is 60 inches. If the window is in the shape of a regular pentagon, what is the length of each side of the window? A. 12 inches B. 10 inches C. 6 inches C. 8 inches",1,x,1,5*x=60,Multiplication,12.0
753,753,"ere are the first five terms of a number sequence. 126 122 118 114 11.0 find the 21st term of the number sequence, the 20th term of the number sequence ibs up",1,x,1,50-4=x,Subtraction,46.0
754,754,"e fair dice were tossed, and the sum of the resulting tosses was recorded. This process was repeated 20,000 times using a computer simulation. The number of times the sum of the five tosses equaled 27 was 40. What is the estimated probability that the sum of the five dice will be 27?",1,x,1,40/20000=x,Division,0.002
755,755,how many 30 cmx30cm boards fit in 36 square metres?,1,x,1,20*20=x,Multiplication,400.0
756,756,"The total population of Illinois during 2006 was approximately 12,831,970. About 6.9% were under five years old. What is the actual number of those who were under five years old?",1,x,1,12831970*0.069=x,Multiplication,885405.93
757,757,"the blueprint of a house, 33 millimeters represents 6 meters. The actual length of the living room is 5 meters. What is its length on the blueprint?",1,x,1,6*x=165,Multiplication,27.5
758,758,"At Johnson's general store, T-shirts are on sale at 2 for $5.50. At that rate, how much will 5 T-shirts cost?",1,x,1,5*2.75=x,Multiplication,13.75
759,759,ume that all variables represent positive real numbers (-â5)^2+(â5+â6)^2,1,x,1,1+11=x,Addition,12.0
760,760,e just ran a race that was 3500 meters long. How many kilometers was the race? 350 km .5 km 5 km .35 km,1,y,1,3500/1000=y,Division,3.5
761,761,"Sarah scored 80% on her recent math test. If there were 20 problems on the test, how many questions did she get correct?",1,z,1,z/20=0.8,Division,16.0
762,762,How long would a car travelling at 20 mph take to cover 18 miles?,1,x,1,x=18/20,Division,0.9
763,763,have to fill in the missing blanks. 3 7 13 21 ? 5 20 51 104 ?,1,x,1,21+10=x,Addition,31.0
764,764,"abel on a soup can is unrolled to form a rectangle. If the rectangle has an area of 144cm2 and a height of 12 cm, what is the circumference of the can?",1,z,1,144/12=z,Division,12.0
765,765,what would the answer be to 3â3 mulitplied by â2?,1,x,1,(3*2)=x,Multiplication,6.0
766,766,"Write a linear equation for a line that goes through (5, -8) and (-9, -8).",1,o,1,o+8=0,Addition,-8.0
767,767,iece of metal 3 7/8 inches long is to be cut from a longer piece of 5 1/16 inches. What will be the length of the remaining piece?,1,x,1,5.0625-3.875=x,Subtraction,1.1875
768,768,"t;you left grand forks at 8:00 AM and arrived in Rapid City, SD at 4:00 PM. your average speed was 70 miles per houd. about how many miles did you driv",1,x,1,8*70=x,Multiplication,560.0
769,769,What is the product of all prime numbers more than 30 but less than 40?,1,x,1,31*37=x,Multiplication,1147.0
770,770,"How many ways can 12 people be partitioned into three groups of four people? . 2000 . 34,650 . 17,320 . 5,775 . none of the above.",1,x,1,34650/6=x,Division,5775.0
771,771,"What's the next number?? 1, 2, 6, 42, 1806, ?",1,x,1,1806*1807=x,Multiplication,3263442.0
772,772,135 is what percentage of 150? Okay if something is 150 and is now 135 what is the percentage of loss?,1,x,1,15/150=x,Division,0.1
773,773,"What is 36,753 divided by 107?",1,x,1,36753/107=x,Division,343.48598130799996
774,774,174 is what percent of 600?,1,x,1,600*x=174,Multiplication,0.29
775,775,"tie drives a gas tanker truck. Gertie's truck holds 1000 gallons of gas, which includes the gas necessary to operate the truck. Gerties truck is a gas guzzler and gets a galloping one mile per gallon. She needs to transport 3000 gallons of gas to a Galveston gas station 1000 miles away. She can store gas along the way as necessary to retrieve at a later time, but can't purchase any additional gas. What is the largest amount of gas Gertie can get to Galveston?",1,x,1,1000/1=x,Division,1000.0
776,776,1 2 6 14.. The next numbe,1,x,1,13+14=x,Addition,27.0
777,777,What is the formula for figuring out 5 is what percent of 40?,1,x,1,5/40=x,Division,0.125
778,778,"Ive exams tomorrow and they are worth 20% of my overall grade. if i have a 77 wh,at do i need to get on the exam to get at least an 80 as my final grade? t",1,z,1,308+z=400,Addition,92.0
779,779,"What is the Lowest Common Multiple (LCM) for 124, 56, 128 and 39?",1,z,1,z=128*8463,Multiplication,1083264.0
780,780,"California Gold rush caused the population of San Fransisco to grow from 850 people in 1848 to 36,151 in 1852. What was the percent of increase in population of San Fransisco from 1848 to 1852?",1,x,1,36151/850=x,Division,42.5305882353
781,781,monique plans to decorate a rectangular flag with 4-inch square patches. The flag is 5 feet long and 4 feet wide. How many patches does it take?,1,x,1,15*12=x,Multiplication,180.0
